shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent
4279,Jump Shot,33.9513,-12,93,-118.2818,9,2,1,1999-00,11,9,1,Center(C),2000/5/5,SAC
28613,Jump Shot,34.0143,136,30,-118.1338,9,3,0,Jan-00,6,13,0,Right Side(R),2000/12/21,HOU
16542,Jump Shot,33.8413,144,203,-118.1258,3,4,0,Oct-09,25,24,,Right Side Center(RC),2010/3/29,NOH
3363,Jump Shot,33.8763,91,168,-118.1788,11,3,0,Sep-08,46,19,1,Right Side Center(RC),2008/11/25,NJN
25398,Jump Shot,33.8323,-174,212,-118.4438,1,3,0,Jul-06,19,27,0,Left Side Center(LC),2007/3/16,POR
13376,Jump Shot,33.8863,74,158,-118.1958,7,3,0,Jul-06,47,17,0,Right Side Center(RC),2007/1/7,DAL
6033,Running Jump Shot,33.9603,-94,84,-118.3638,0,1,0,Jul-06,24,12,1,Left Side(L),2006/11/24,UTA
11901,Layup Shot,34.0373,22,7,-118.2478,3,4,0,2015-16,54,2,0,Center(C),2015/10/28,MIN
9560,Jump Shot,33.9153,218,129,-118.0518,7,1,1,Nov-10,13,25,0,Right Side Center(RC),2011/4/28,NOH
3669,Jump Shot,33.9003,-16,144,-118.2858,4,3,1,Jan-00,14,14,0,Center(C),2001/5/21,SAS
11353,Layup Shot,34.0443,0,0,-118.2698,2,4,0,Mar-02,13,0,0,Center(C),2003/2/14,SAS
21631,Turnaround Fadeaway shot,33.9693,17,75,-118.2528,2,2,0,2015-16,8,7,0,Center(C),2015/11/13,DAL
4346,Jump Shot,33.9093,42,135,-118.2278,2,3,0,2014-15,18,14,0,Center(C),2014/11/9,CHA
27090,Jump Shot,33.7923,-75,252,-118.3448,2,3,0,Apr-03,56,26,,Center(C),2003/12/7,UTA
2645,Reverse Layup Shot,34.0443,0,0,-118.2698,9,2,1,Apr-03,19,0,1,Center(C),2004/5/21,MIN
28942,Running Jump Shot,33.9593,-121,85,-118.3908,4,1,1,1997-98,20,14,,Left Side(L),1998/4/24,POR
30442,Jump Shot,33.9863,-40,58,-118.3098,6,2,0,Sep-08,46,7,1,Center(C),2008/11/28,DAL
1870,Fadeaway Jump Shot,33.9933,140,51,-118.1298,11,4,0,Jul-06,17,14,0,Right Side(R),2007/1/20,NOP
11332,Slam Dunk Shot,34.0443,0,0,-118.2698,0,3,0,Mar-02,44,0,1,Center(C),2003/3/26,HOU
19806,Jump Shot,33.9473,-67,97,-118.3368,5,4,1,Nov-10,15,11,0,Left Side(L),2011/4/17,NOH
29917,Turnaround Jump Shot,33.9173,110,127,-118.1598,4,1,0,Jul-06,3,16,0,Right Side Center(RC),2006/12/12,HOU
961,Driving Layup Shot,34.0443,0,0,-118.2698,5,4,1,Jan-00,59,0,1,Center(C),2001/5/8,SAC
985,Jump Shot,33.8373,-135,207,-118.4048,2,1,0,Aug-07,51,24,,Left Side Center(LC),2007/11/20,IND
15300,Driving Layup Shot,34.0443,0,0,-118.2698,3,2,1,Oct-09,5,0,,Center(C),2010/4/22,OKC
12523,Jump Shot,34.0343,136,10,-118.1338,10,3,0,1998-99,33,13,,Right Side(R),1999/3/14,SAC
24188,Driving Layup Shot,34.0443,0,0,-118.2698,11,2,0,Aug-07,48,0,1,Center(C),2008/2/23,LAC
6242,Driving Layup Shot,34.0443,0,0,-118.2698,0,4,0,Aug-07,5,0,1,Center(C),2008/2/29,POR
28199,Jump Shot,33.9003,43,144,-118.2268,3,3,1,Feb-01,35,15,0,Center(C),2002/5/31,SAC
24840,Jump Shot,33.9133,141,131,-118.1288,3,2,0,Oct-09,3,19,1,Right Side Center(RC),2009/12/28,PHX
17534,Jump Shot,33.8843,-68,160,-118.3378,10,1,0,2014-15,1,17,1,Left Side Center(LC),2014/10/29,PHX
27848,Jump Shot,33.8173,115,227,-118.1548,10,4,1,Jul-06,28,25,1,Right Side Center(RC),2007/4/26,PHX
29528,Jump Shot,33.7793,-31,265,-118.3008,0,5,0,1997-98,6,26,,Center(C),1998/2/13,SEA
26762,Jump Shot,33.9103,203,134,-118.0668,0,3,1,1997-98,0,24,0,Right Side Center(RC),1998/5/16,UTA
28037,Jump Shot,33.8733,-155,171,-118.4248,3,4,0,1996-97,7,23,,Left Side Center(LC),1997/1/29,SAS
21822,Jump Shot,33.9833,226,61,-118.0438,4,4,0,Oct-09,56,23,,Right Side(R),2010/2/1,MEM
29013,Layup Shot,34.0373,-2,7,-118.2718,5,4,0,2012-13,45,0,1,Center(C),2013/3/28,MIL
9085,Jump Shot,33.9143,228,130,-118.0418,4,2,1,Jun-05,49,26,0,Right Side Center(RC),2006/5/6,PHX
24733,Layup Shot,34.0253,-27,19,-118.2968,3,3,0,Nov-10,38,3,0,Center(C),2010/12/7,WAS
21653,Layup Shot,34.0443,0,0,-118.2698,6,3,1,Oct-09,59,0,,Center(C),2010/4/18,OKC
6423,Jump Shot,33.8193,151,225,-118.1188,3,2,0,Mar-02,3,27,0,Right Side Center(RC),2003/2/16,NYK
7503,Tip Shot,34.0443,0,0,-118.2698,0,4,1,Feb-01,2,0,0,Center(C),2002/6/2,SAC
17186,Jump Shot,33.8963,-117,148,-118.3868,2,4,0,May-04,43,18,,Left Side Center(LC),2004/12/25,MIA
4388,Jump Shot,33.8853,-30,159,-118.2998,9,1,0,2014-15,26,16,0,Center(C),2014/12/21,SAC
18393,Turnaround Jump Shot,33.8503,-84,194,-118.3538,0,4,0,Jun-05,0,21,,Left Side Center(LC),2006/2/26,BOS
12873,Jump Shot,33.7723,50,272,-118.2198,10,3,1,Sep-08,8,27,1,Center(C),2009/5/17,HOU
30523,Jump Shot,33.8193,103,225,-118.1668,11,3,0,Nov-10,4,24,1,Right Side Center(RC),2011/1/9,NYK
2982,Layup Shot,34.0443,0,0,-118.2698,4,4,0,Jun-05,24,0,0,Center(C),2005/11/9,MIN
3203,Jump Shot,34.0493,-143,-5,-118.4128,4,1,0,1997-98,15,14,0,Left Side(L),1998/1/30,MIN
24139,Floating Jump shot,33.9363,15,108,-118.2548,10,3,0,Nov-10,11,10,0,Center(C),2011/4/3,DEN
14079,Jump Shot,33.9593,-188,85,-118.4578,10,1,0,Nov-10,24,20,1,Left Side(L),2011/3/27,NOH
11389,Jump Shot,33.9663,203,78,-118.0668,6,3,0,2012-13,9,21,0,Right Side(R),2013/1/30,PHX
9277,Dunk Shot,34.0443,0,0,-118.2698,9,4,0,1997-98,2,0,0,Center(C),1998/1/30,MIN
29385,Driving Dunk Shot,34.0443,4,0,-118.2658,5,4,0,2012-13,21,0,1,Center(C),2013/1/25,UTA
24795,Tip Shot,34.0443,0,0,-118.2698,3,1,0,1999-00,2,0,0,Center(C),2000/1/19,CLE
1260,Jump Shot,33.9433,47,101,-118.2228,10,3,0,Feb-01,14,11,1,Center(C),2002/1/2,DEN
10982,Layup Shot,34.0443,0,0,-118.2698,5,2,1,Jan-00,13,0,0,Center(C),2001/4/29,POR
9385,Jump Shot,33.9163,-119,128,-118.3888,6,3,1,1998-99,33,17,0,Left Side Center(LC),1999/5/22,SAS
26347,Jump Shot,34.0413,115,3,-118.1548,4,2,0,Jun-05,19,11,0,Right Side(R),2006/2/24,LAC
5730,Jump Shot,33.8393,-184,205,-118.4538,0,1,0,2015-16,40,27,1,Left Side Center(LC),2016/4/10,HOU
6463,Turnaround Fadeaway shot,33.9433,-65,101,-118.3348,1,2,0,2014-15,54,12,,Left Side(L),2014/12/19,OKC
11626,Turnaround Fadeaway shot,33.9283,-29,116,-118.2988,2,1,0,Nov-10,15,11,1,Center(C),2010/11/14,PHX
12535,Turnaround Jump Shot,33.9353,-140,109,-118.4098,11,1,0,May-04,44,17,1,Left Side Center(LC),2004/11/28,NOP
27403,Driving Layup Shot,34.0443,0,0,-118.2698,4,2,1,Sep-08,48,0,1,Center(C),2009/5/23,DEN
13272,Jump Shot,34.0493,115,-5,-118.1548,8,4,0,1998-99,40,11,,Right Side(R),1999/2/19,SAS
28731,Fadeaway Jump Shot,33.8853,-56,159,-118.3258,5,3,0,2015-16,21,16,1,Left Side Center(LC),2016/2/21,CHI
12690,Turnaround Jump Shot,34.0283,68,16,-118.2018,10,1,0,2015-16,10,6,,Center(C),2015/11/22,POR
12688,Jump Shot,34.0443,0,0,-118.2698,2,1,0,Apr-03,1,0,1,Center(C),2004/4/13,GSW
24447,Jump Shot,33.8803,-126,164,-118.3958,3,3,0,1997-98,18,20,0,Left Side Center(LC),1997/12/26,LAC
5195,Jump Shot,33.9103,213,134,-118.0568,4,3,0,2015-16,6,25,1,Right Side Center(RC),2016/2/6,SAS
4058,Jump Shot,33.9763,-58,68,-118.3278,9,4,0,Jan-00,42,8,1,Left Side(L),2000/12/1,SAS
19372,Jump Shot,33.9293,167,115,-118.1028,10,2,0,Jul-06,26,20,0,Right Side(R),2007/2/26,UTA
8747,Jump Shot,33.8473,-168,197,-118.4378,0,4,0,Jun-05,5,25,0,Left Side Center(LC),2005/11/11,PHI
10824,Jump Shot,33.9813,89,63,-118.1808,0,2,0,Mar-02,49,10,1,Right Side(R),2003/1/4,PHX
25646,Jump Shot,33.9833,-131,61,-118.4008,3,1,0,Aug-07,32,14,0,Left Side(L),2007/12/9,GSW
24291,Fadeaway Jump Shot,34.0263,69,18,-118.2008,4,2,0,Jun-05,10,7,0,Center(C),2005/11/29,SAS
8666,Jump Shot,33.9763,-169,68,-118.4388,7,1,0,Jun-05,16,18,,Left Side(L),2005/12/14,MEM
18069,Fadeaway Jump Shot,33.9983,94,46,-118.1758,1,4,0,Aug-07,58,10,0,Right Side(R),2008/1/14,SEA
28565,Driving Dunk Shot,34.0443,0,0,-118.2698,0,1,0,Aug-07,41,0,1,Center(C),2008/2/1,TOR
18290,Fadeaway Jump Shot,33.9583,-125,86,-118.3948,6,1,0,2012-13,37,15,0,Left Side(L),2013/3/25,GSW
11130,Jump Shot,33.8533,11,191,-118.2588,2,2,0,Aug-07,54,19,0,Center(C),2008/1/8,MEM
25327,Jump Shot,33.9143,-156,130,-118.4258,4,1,0,Mar-02,8,20,1,Left Side Center(LC),2003/3/14,MIN
17345,Jump Shot,33.9683,39,76,-118.2308,7,1,0,Jun-05,57,8,0,Center(C),2005/12/26,WAS
14654,Driving Layup Shot,34.0443,0,0,-118.2698,4,4,1,1997-98,48,0,1,Center(C),1998/4/30,POR
15103,Jump Shot,33.9813,72,63,-118.1978,10,4,0,Mar-02,14,9,0,Right Side(R),2003/3/20,SAC
19321,Layup Shot,34.0243,6,20,-118.2638,4,1,0,Nov-10,32,2,1,Center(C),2010/11/28,IND
1430,Jump Shot,33.8843,94,160,-118.1758,8,3,0,Jan-00,50,18,0,Right Side Center(RC),2000/12/25,POR
26469,Jump Shot,33.8953,-95,149,-118.3648,6,2,0,Dec-11,43,17,0,Left Side Center(LC),2011/12/27,UTA
27911,Jump Shot,33.8863,-145,158,-118.4148,6,2,0,Apr-03,12,21,,Left Side Center(LC),2003/11/4,MIL
14230,Jump Shot,34.0313,163,13,-118.1068,4,3,0,Jun-05,7,16,0,Right Side(R),2006/1/22,TOR
15556,Jump Shot,33.9043,-59,140,-118.3288,11,4,0,Aug-07,8,15,0,Center(C),2008/1/21,DEN
3503,Dunk Shot,34.0443,0,0,-118.2698,2,3,0,1998-99,43,0,,Center(C),1999/3/21,ORL
5515,Layup Shot,34.0443,0,0,-118.2698,2,2,0,Feb-01,15,0,1,Center(C),2002/3/27,PHX
26045,Jump Shot,33.8803,66,164,-118.2038,6,3,0,Jul-06,45,17,1,Right Side Center(RC),2007/4/3,DEN
18509,Jump Shot,34.0173,-119,27,-118.3888,4,2,0,1999-00,2,12,0,Left Side(L),2000/3/24,PHX
28515,Jump Shot,33.8783,-106,166,-118.3758,5,1,0,1999-00,14,19,0,Left Side Center(LC),2000/1/7,CHA
1564,Jump Shot,33.8393,-147,205,-118.4168,0,3,0,2012-13,32,25,0,Left Side Center(LC),2012/11/27,IND
21815,Turnaround Fadeaway shot,33.9203,119,124,-118.1508,1,4,0,Sep-08,40,17,1,Right Side Center(RC),2009/1/27,CHA
24929,Jump Shot,33.8943,-215,150,-118.4848,1,4,0,Jul-06,13,26,0,Left Side Center(LC),2006/11/8,POR
29518,Jump Shot,33.8583,177,186,-118.0928,5,4,0,Jul-06,54,25,0,Right Side Center(RC),2006/12/25,MIA
4401,Jump Shot,33.7833,-141,261,-118.4108,2,4,0,1999-00,57,29,0,Left Side Center(LC),1999/12/1,GSW
14852,Layup Shot,34.0443,0,0,-118.2698,4,2,0,Jun-05,48,0,0,Center(C),2005/11/2,DEN
7744,Jump Shot,33.8993,-62,145,-118.3318,3,2,0,Sep-08,2,15,0,Center(C),2008/11/14,DET
18743,Jump Shot,33.8663,-31,178,-118.3008,7,3,0,May-04,14,18,0,Center(C),2004/12/12,ORL
7091,Layup Shot,34.0443,0,0,-118.2698,3,4,0,Feb-01,41,0,0,Center(C),2001/11/18,SAC
7677,Layup Shot,34.0303,0,14,-118.2698,9,3,1,Dec-11,40,1,1,Center(C),2012/5/12,DEN
12891,Slam Dunk Shot,34.0443,0,0,-118.2698,11,2,0,1997-98,36,0,1,Center(C),1997/11/23,LAC
24196,Jump Shot,33.8893,141,155,-118.1288,2,4,0,Jun-05,53,20,,Right Side Center(RC),2006/3/31,SEA
28142,Finger Roll Layup Shot,34.0333,0,11,-118.2698,11,1,1,Dec-11,12,1,0,Center(C),2012/5/16,OKC
1612,Jump Bank Shot,34.0033,57,41,-118.2128,6,3,0,May-04,56,7,1,Center(C),2005/3/27,PHI
14938,Pullup Jump shot,33.8603,-60,184,-118.3298,9,4,0,2012-13,53,19,1,Left Side Center(LC),2013/4/2,DAL
28309,Jump Shot,33.7873,1,257,-118.2688,0,1,1,Jan-00,2,25,0,Center(C),2001/6/13,PHI
8762,Jump Shot,33.8713,-32,173,-118.3018,10,1,0,2014-15,5,17,1,Center(C),2014/11/23,DEN
3911,Jump Shot,33.9163,190,128,-118.0798,6,1,0,Jun-05,10,22,,Right Side(R),2005/11/2,DEN
24669,Jump Shot,33.8553,-54,189,-118.3238,1,1,0,Nov-10,34,19,,Center(C),2011/1/4,DET
9947,Jump Shot,33.8263,135,218,-118.1348,8,3,0,2015-16,28,25,0,Right Side Center(RC),2016/2/22,MIL
22478,Jump Shot,33.8453,154,199,-118.1158,9,4,0,Jul-06,10,25,0,Right Side Center(RC),2006/12/12,HOU
18387,Jump Shot,34.0043,-111,40,-118.3808,10,1,0,Jan-00,48,11,0,Left Side(L),2001/4/10,PHX
13535,Jump Shot,33.7813,-18,263,-118.2878,0,1,0,Mar-02,0,26,,Center(C),2003/3/28,WAS
17127,Jump Shot,33.7773,33,267,-118.2368,11,2,0,1997-98,15,26,0,Center(C),1997/11/7,NYK
20583,Layup Shot,34.0443,0,0,-118.2698,4,2,0,Jul-06,8,0,0,Center(C),2006/11/3,SEA
23208,Jump Shot,33.9893,-161,55,-118.4308,1,4,0,Sep-08,36,17,0,Left Side(L),2009/2/4,TOR
15349,Layup Shot,34.0363,16,8,-118.2538,5,2,0,Apr-03,22,1,1,Center(C),2003/11/6,SAS
1515,Jump Shot,33.8373,-16,207,-118.2858,3,3,0,Jul-06,6,20,0,Center(C),2007/3/6,MIN
10232,Jump Shot,33.8333,-100,211,-118.3698,7,1,0,Oct-09,43,23,1,Left Side Center(LC),2010/1/27,IND
9091,Jump Shot,33.8023,69,242,-118.2008,1,4,1,Aug-07,15,25,0,Center(C),2008/6/15,BOS
4011,Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,1999-00,6,0,,Center(C),2000/2/27,HOU
13686,Jump Shot,34.0633,-136,-19,-118.4058,10,3,0,Jan-00,7,13,0,Left Side(L),2000/12/25,POR
140,Turnaround Finger Roll Shot,34.0443,0,0,-118.2698,9,1,0,Apr-03,45,0,1,Center(C),2004/2/26,SAC
30227,Jump Shot,33.8733,-8,171,-118.2778,0,1,0,Feb-01,40,17,1,Center(C),2001/11/23,GSW
14531,Jump Shot,33.8943,-122,150,-118.3918,2,2,0,Mar-02,16,19,0,Left Side Center(LC),2003/4/3,DAL
10918,Jump Shot,33.8803,-115,164,-118.3848,5,2,0,Jul-06,45,20,0,Left Side Center(LC),2007/4/12,LAC
24787,Jump Shot,33.7763,72,268,-118.1978,2,4,0,2013-14,39,27,1,Center(C),2013/12/17,MEM
20432,Jump Shot,33.9833,149,61,-118.1208,10,2,0,1999-00,16,16,0,Right Side(R),2000/2/15,CHI
20599,Turnaround Jump Shot,34.0293,-191,15,-118.4608,0,4,0,Feb-01,31,19,1,Left Side(L),2001/12/25,PHI
2255,Jump Shot,34.0443,79,0,-118.1908,3,3,1,Feb-01,43,7,1,Center(C),2002/4/28,POR
9846,Finger Roll Shot,34.0443,0,0,-118.2698,8,4,0,Feb-01,8,0,1,Center(C),2001/12/20,HOU
26485,Running Jump Shot,33.9893,-86,55,-118.3558,5,2,0,Jan-00,47,10,,Left Side(L),2000/11/28,IND
27610,Turnaround Jump Shot,33.9883,50,56,-118.2198,4,3,0,2015-16,4,7,0,Center(C),2015/12/9,MIN
30145,Layup Shot,34.0443,0,0,-118.2698,5,1,0,Feb-01,10,0,0,Center(C),2002/2/27,MIN
20280,Layup Shot,34.0443,0,0,-118.2698,7,4,0,May-04,41,0,0,Center(C),2005/3/6,IND
8650,Jump Shot,33.8773,-4,167,-118.2738,4,1,0,Jan-00,37,16,1,Center(C),2000/12/6,GSW
13484,Running Jump Shot,34.0063,-48,38,-118.3178,8,2,1,Jun-05,41,6,0,Center(C),2006/5/4,PHX
26221,Driving Layup Shot,34.0443,0,0,-118.2698,2,2,0,1998-99,37,0,,Center(C),1999/4/19,VAN
20052,Jump Shot,33.8993,-62,145,-118.3318,2,1,0,Oct-09,54,15,0,Center(C),2009/12/16,MIL
19792,Jump Shot,33.9983,123,46,-118.1468,3,2,0,Mar-02,29,13,0,Right Side(R),2003/3/31,MEM
3419,Layup Shot,34.0443,0,0,-118.2698,6,4,0,1998-99,52,0,1,Center(C),1999/4/13,POR
5688,Running Jump Shot,33.9143,29,130,-118.2408,1,1,1,1997-98,4,13,1,Center(C),1998/5/22,UTA
28157,Jump Shot,34.0503,144,-6,-118.1258,1,3,0,Feb-01,48,14,0,Right Side(R),2001/11/15,HOU
14332,Jump Shot,33.8293,-123,215,-118.3928,4,1,0,May-04,13,24,0,Left Side Center(LC),2005/2/22,BOS
19682,Jump Shot,33.7913,-29,253,-118.2988,0,3,0,Jun-05,4,25,1,Center(C),2005/12/20,DAL
24894,Jump Shot,33.9573,-2,87,-118.2718,2,1,0,Jul-06,29,8,1,Center(C),2006/11/7,MIN
24788,Jump Shot,34.0063,78,38,-118.1918,0,1,0,1999-00,37,8,0,Right Side(R),2000/3/1,VAN
28128,Jump Shot,33.8113,117,233,-118.1528,5,4,0,Jun-05,30,26,1,Right Side Center(RC),2006/1/22,TOR
4825,Driving Layup Shot,34.0443,0,0,-118.2698,8,3,0,Sep-08,26,0,,Center(C),2008/12/10,PHX
3687,Jump Shot,34.0553,230,-11,-118.0398,2,4,0,2012-13,54,23,0,Right Side(R),2012/12/25,NYK
13590,Jump Shot,33.7833,-45,261,-118.3148,3,3,0,Oct-09,56,26,1,Center(C),2010/1/1,SAC
13292,Running Jump Shot,33.9763,7,68,-118.2628,4,1,0,Feb-01,59,6,1,Center(C),2002/3/10,NYK
28651,Jump Shot,33.9663,-222,78,-118.4918,10,4,1,1997-98,44,23,,Left Side(L),1998/4/28,POR
27384,Jump Shot,33.9203,137,124,-118.1328,8,1,0,2015-16,31,18,0,Right Side Center(RC),2015/10/28,MIN
2291,Jump Shot,33.9153,-138,129,-118.4078,10,2,1,Feb-01,41,18,,Left Side Center(LC),2002/5/10,SAS
4473,Jump Shot,33.9173,-92,127,-118.3618,5,2,0,Jan-00,48,15,0,Left Side(L),2000/12/5,PHI
5479,Fadeaway Jump Shot,33.8743,73,170,-118.1968,4,3,0,2012-13,7,18,1,Right Side Center(RC),2012/12/13,NYK
16287,Jump Bank Shot,33.9933,-118,51,-118.3878,1,1,0,Apr-03,34,12,0,Left Side(L),2004/2/20,PHI
11864,Jump Shot,33.9833,153,61,-118.1168,2,2,0,Jul-06,31,16,0,Right Side(R),2007/2/2,IND
22780,Turnaround Jump Shot,33.8633,87,181,-118.1828,6,3,0,Apr-03,1,20,1,Right Side Center(RC),2003/11/23,MEM
19497,Turnaround Fadeaway shot,34.0363,135,8,-118.1348,4,2,0,2015-16,41,13,0,Right Side(R),2016/1/12,NOP
27982,Fadeaway Jump Shot,33.9623,-148,82,-118.4178,0,2,0,Jul-06,56,16,1,Left Side(L),2007/3/16,POR
14947,Driving Layup Shot,34.0443,0,0,-118.2698,8,3,1,Sep-08,27,0,1,Center(C),2009/5/10,HOU
4154,Jump Shot,33.9253,-160,119,-118.4298,8,4,0,Oct-09,40,19,0,Left Side Center(LC),2010/4/4,SAS
22880,Turnaround Fadeaway shot,34.0473,-136,-3,-118.4058,2,4,0,Dec-11,15,13,0,Left Side(L),2012/3/20,HOU
23519,Running Jump Shot,34.0043,-66,40,-118.3358,9,2,1,Mar-02,52,7,1,Center(C),2003/4/20,MIN
209,Jump Shot,33.8603,176,184,-118.0938,8,2,0,Mar-02,51,25,0,Right Side Center(RC),2003/4/16,GSW
30309,Jump Shot,33.8723,-122,172,-118.3918,10,1,0,Dec-11,21,21,0,Left Side Center(LC),2012/1/10,PHX
30509,Jump Shot,33.9963,57,48,-118.2128,0,1,0,Mar-02,12,7,0,Center(C),2003/1/17,HOU
12796,Driving Layup Shot,34.0323,-1,12,-118.2708,10,1,0,1999-00,30,1,1,Center(C),1999/12/20,BOS
29822,Pullup Jump shot,33.8513,151,193,-118.1188,6,1,0,2015-16,35,24,0,Right Side Center(RC),2016/1/12,NOP
15715,Jump Shot,33.9503,-192,94,-118.4618,11,3,0,May-04,14,21,0,Left Side(L),2005/3/31,MIN
2606,Layup Shot,34.0443,0,0,-118.2698,4,4,0,Apr-03,46,0,0,Center(C),2004/2/26,SAC
14827,Jump Shot,33.7983,10,246,-118.2598,0,4,1,1999-00,32,24,0,Center(C),2000/5/2,SAC
2588,Layup Shot,34.0443,0,0,-118.2698,8,4,0,Mar-02,19,0,0,Center(C),2003/1/29,PHX
14122,Jump Shot,34.0433,242,1,-118.0278,2,2,0,Oct-09,23,24,0,Right Side(R),2010/1/3,DAL
14065,Driving Finger Roll Shot,34.0443,0,0,-118.2698,2,1,1,Mar-02,18,0,1,Center(C),2003/5/9,SAS
28728,Driving Layup Shot,34.0443,0,0,-118.2698,7,3,0,1998-99,8,0,,Center(C),1999/4/11,SEA
27247,Jump Shot,33.8243,-125,220,-118.3948,3,2,0,2014-15,59,25,0,Left Side Center(LC),2014/12/28,PHX
24898,Jump Shot,33.9703,-160,74,-118.4298,3,3,1,1997-98,4,17,0,Left Side(L),1998/5/18,UTA
14427,Jump Shot,34.0003,1,44,-118.2688,5,3,0,1998-99,0,4,0,Center(C),1999/2/23,VAN
24439,Layup Shot,34.0443,0,0,-118.2698,0,2,0,Mar-02,18,0,0,Center(C),2002/12/25,SAC
25242,Fadeaway Jump Shot,33.9223,167,122,-118.1028,10,1,0,Jun-05,11,20,0,Right Side Center(RC),2005/12/1,UTA
13906,Jump Shot,33.8613,-199,183,-118.4688,1,1,0,Jun-05,23,27,1,Left Side Center(LC),2006/3/8,NOP
24683,Driving Layup Shot,34.0273,17,17,-118.2528,7,1,0,2012-13,7,2,1,Center(C),2012/10/30,DAL
2871,Jump Shot,33.9143,34,130,-118.2358,4,3,0,Jul-06,42,13,1,Center(C),2007/1/28,SAS
14588,Driving Dunk Shot,34.0443,0,0,-118.2698,0,2,0,Sep-08,43,0,1,Center(C),2008/11/30,TOR
8345,Jump Shot,34.0453,-128,-1,-118.3978,5,3,0,1998-99,54,12,,Left Side(L),1999/4/11,SEA
5764,Jump Shot,33.8743,88,170,-118.1818,10,3,0,Nov-10,51,19,0,Right Side Center(RC),2011/4/1,UTA
19987,Jump Shot,33.8993,201,145,-118.0688,0,1,0,2012-13,37,24,0,Right Side Center(RC),2012/12/4,HOU
10799,Jump Shot,33.9113,142,133,-118.1278,5,3,1,Feb-01,5,19,0,Right Side Center(RC),2002/5/24,SAC
13022,Jump Bank Shot,34.0043,69,40,-118.2008,5,3,0,May-04,11,7,1,Center(C),2004/11/17,LAC
14628,Layup Shot,34.0433,23,1,-118.2468,5,4,0,2012-13,2,2,1,Center(C),2012/10/31,POR
21542,Pullup Jump shot,33.9443,60,100,-118.2098,7,2,0,2015-16,32,11,1,Right Side(R),2015/11/28,POR
6351,Jump Shot,34.0333,50,11,-118.2198,4,3,0,2012-13,17,5,0,Center(C),2012/12/2,ORL
2906,Jump Shot,33.8813,158,163,-118.1118,8,4,0,Apr-03,53,22,0,Right Side Center(RC),2004/4/14,POR
9621,Jump Shot,33.8813,7,163,-118.2628,6,1,1,Feb-01,40,16,1,Center(C),2002/5/7,SAS
2703,Jump Shot,34.0483,-206,-4,-118.4758,6,1,0,Jan-00,15,20,1,Left Side(L),2000/12/17,TOR
6718,Slam Dunk Shot,34.0443,0,0,-118.2698,10,1,0,Mar-02,52,0,1,Center(C),2002/12/13,NOH
24697,Jump Shot,33.8473,136,197,-118.1338,4,2,0,Aug-07,34,23,1,Right Side Center(RC),2008/3/26,CHA
15818,Jump Shot,33.8843,-48,160,-118.3178,1,4,0,Jun-05,2,16,0,Center(C),2006/3/31,SEA
2352,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,2,3,0,Jan-00,57,0,1,Center(C),2001/2/4,SAC
12966,Running Jump Shot,33.9283,26,116,-118.2438,5,2,0,Jan-00,41,11,1,Center(C),2001/1/21,MIA
19510,Running Jump Shot,34.0443,0,0,-118.2698,9,4,0,Jan-00,28,0,1,Center(C),2001/3/21,MIL
27926,Jump Shot,33.8863,133,158,-118.1368,10,1,0,May-04,49,20,0,Right Side Center(RC),2005/3/22,UTA
13679,Driving Layup Shot,34.0443,0,0,-118.2698,0,1,0,1997-98,5,0,,Center(C),1998/1/4,PHI
12710,Driving Layup Shot,34.0443,0,0,-118.2698,0,2,0,Jun-05,17,0,1,Center(C),2006/1/22,TOR
1752,Jump Shot,33.8663,-179,178,-118.4488,5,4,0,2012-13,5,25,0,Left Side Center(LC),2012/11/27,IND
2300,Layup Shot,34.0443,0,0,-118.2698,1,2,0,1997-98,36,0,0,Center(C),1998/4/8,VAN
8049,Layup Shot,34.0443,0,0,-118.2698,9,4,0,May-04,32,0,,Center(C),2004/11/7,ATL
5776,Jump Shot,34.0653,109,-21,-118.1608,7,1,0,2015-16,5,11,1,Right Side(R),2015/12/7,TOR
16952,Jump Shot,33.8733,75,171,-118.1948,11,4,1,Mar-02,0,18,0,Right Side Center(RC),2003/5/5,SAS
18239,Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,1997-98,43,0,,Center(C),1997/11/9,GSW
30351,Jump Shot,33.9643,-191,80,-118.4608,6,1,0,Jan-00,32,20,0,Left Side(L),2001/2/28,DEN
19685,Jump Shot,33.9473,-8,97,-118.2778,5,1,0,Nov-10,48,9,0,Center(C),2011/2/1,HOU
20549,Jump Shot,33.7973,15,247,-118.2548,5,4,0,2015-16,32,24,,Center(C),2015/11/1,DAL
23787,Reverse Layup Shot,34.0443,0,0,-118.2698,2,4,0,Jun-05,27,0,1,Center(C),2006/2/28,ORL
17316,Fadeaway Jump Shot,33.9723,94,72,-118.1758,3,2,1,Nov-10,55,11,1,Right Side(R),2011/5/4,DAL
25119,Driving Dunk Shot,34.0443,0,0,-118.2698,7,1,0,Feb-01,43,0,,Center(C),2002/3/10,NYK
10766,Slam Dunk Shot,34.0443,0,0,-118.2698,1,1,0,Aug-07,32,0,1,Center(C),2008/2/19,ATL
